transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
uc002rgt.1	16103	3296	3153.43	264.33	1.10	1.40	33.30
uc021ves.1	16104	77	0.00	0.00	0.00	0.00	0.00
uc002rgu.2	16105	5431	5288.43	53.00	0.13	0.17	100.00
uc010eyj.1	16105	5555	5412.43	0.00	0.00	0.00	0.00
uc010ykr.1	16105	5425	5282.43	0.00	0.00	0.00	0.00
uc002rgv.3	16106	3785	3642.43	9043.00	32.56	41.37	100.00
uc021vet.1	16107	107	2.93	0.00	0.00	0.00	0.00
uc002rgw.2	16108	4173	4030.43	1.53	0.00	0.01	4.78
uc002rgx.2	16108	5169	5026.43	37.90	0.10	0.13	95.22
uc002rgy.3	16109	3048	2905.43	14340.01	64.74	82.24	97.85
uc010yks.2	16109	2903	2760.43	117.85	0.56	0.71	0.85
uc010ykt.1	16109	1604	1461.43	96.13	0.86	1.10	1.30
uc001etd.3	1611	437	294.53	2403.83	107.05	135.99	100.00
uc002rgz.3	16110	2196	2053.43	5340.38	34.11	43.33	79.99
uc010yku.1	16110	477	334.51	3.55	0.14	0.18	0.33
uc010ykv.2	16110	2271	2128.43	32.35	0.20	0.25	0.47
uc010ykw.2	16110	2143	2000.43	45.11	0.30	0.38	0.69
uc010ykx.2	16110	1743	1600.43	963.62	7.90	10.03	18.52
uc002rhb.1	16111	4011	3868.43	22.56	0.08	0.10	14.06
uc002rhc.1	16111	3697	3554.43	4.04	0.01	0.02	2.74
uc002rhd.1	16111	3493	3350.43	98.83	0.39	0.49	71.13
uc002rhe.4	16111	3240	3097.43	0.00	0.00	0.00	0.00
uc010eyk.1	16111	4133	3990.43	0.00	0.00	0.00	0.00
uc010yky.1	16111	4411	4268.43	21.35	0.07	0.08	12.06
uc010eyl.1	16112	8037	7894.43	94.03	0.16	0.20	1.76
uc021veu.1	16112	8143	8000.43	5331.09	8.74	11.10	98.24
uc002rhg.2	16113	2515	2372.43	4.15	0.02	0.03	38.09
uc010eym.1	16113	1146	1003.43	2.85	0.04	0.05	61.91
uc002rhh.3	16114	4969	4826.43	0.00	0.00	0.00	0.00
uc002rhi.3	16114	5123	4980.43	0.00	0.00	0.00	0.00
uc002rhj.3	16114	4771	4628.43	0.00	0.00	0.00	0.00
uc002rhk.3	16114	7171	7028.43	0.00	0.00	0.00	0.00
uc010yla.2	16114	3423	3280.43	0.00	0.00	0.00	0.00
uc010ylb.1	16114	428	285.54	0.00	0.00	0.00	0.00
uc010eyn.3	16115	695	552.45	0.00	0.00	0.00	0.00
uc031rnt.1	16115	2363	2220.43	0.00	0.00	0.00	0.00
uc002rhm.3	16116	745	602.45	0.00	0.00	0.00	0.00
uc002rhn.2	16117	3978	3835.43	3.00	0.01	0.01	100.00
uc002rho.1	16118	3135	2992.43	13.92	0.06	0.08	100.00
uc002rhp.1	16119	3912	3769.43	2760.92	9.61	12.20	92.88
uc002rhq.1	16119	3740	3597.43	61.87	0.23	0.29	2.18
uc010eyo.1	16119	3839	3696.43	94.28	0.33	0.42	3.23
uc010ylc.1	16119	3556	3413.43	45.76	0.18	0.22	1.70
uc001ete.3	1612	448	305.52	1948.71	83.66	106.28	100.00
uc002rhr.3	16120	1431	1288.43	618.18	6.29	7.99	82.43
uc002rhs.3	16120	1352	1209.43	38.24	0.41	0.53	5.43
uc002rht.3	16120	873	730.44	51.58	0.93	1.18	12.13
uc002rhu.4	16121	5225	5082.43	0.00	0.00	0.00	0.00
uc002rhv.4	16121	5142	4999.43	27.24	0.07	0.09	100.00
uc021vev.1	16121	5145	5002.43	0.00	0.00	0.00	0.00
uc002rhw.3	16122	1880	1737.43	58.97	0.45	0.57	65.81
uc010yld.2	16122	995	852.43	15.03	0.23	0.29	34.19
uc002rhy.1	16123	1966	1823.43	75.36	0.54	0.69	100.00
uc002ria.4	16124	3064	2921.43	3248.76	14.59	18.53	97.69
uc002rib.4	16124	2929	2786.43	73.24	0.34	0.44	2.31
uc021vew.1	16125	89	0.00	1.50	0.00	0.00	0.00
uc021vex.1	16125	89	0.00	1.50	0.00	0.00	0.00
uc021vey.1	16126	73	0.00	0.00	0.00	0.00	0.00
uc002rid.3	16127	2460	2317.43	2667.14	15.10	19.18	73.23
uc002rie.3	16127	3254	3111.43	552.68	2.33	2.96	11.30
uc002rif.3	16127	3284	3141.43	763.88	3.19	4.05	15.47
uc002rig.3	16128	509	366.49	9590.04	343.22	436.00	60.48
uc031rnu.1	16128	114	4.64	79.26	224.28	284.90	39.52
uc002rii.4	16129	3959	3816.43	155.65	0.53	0.68	63.24
uc002rik.4	16129	1423	1280.43	30.35	0.31	0.39	36.76
uc010eyq.2	16129	2020	1877.43	0.00	0.00	0.00	0.00
uc001etf.3	1613	872	729.44	627.00	11.27	14.32	100.00
uc021oya.1	1613	414	271.55	0.00	0.00	0.00	0.00
uc002ril.2	16130	2433	2290.43	709.01	4.06	5.16	96.32
uc002rim.2	16130	2433	2290.43	11.92	0.07	0.09	1.62
uc002rio.2	16130	2163	2020.43	13.40	0.09	0.11	2.06
uc002riq.3	16131	1783	1640.43	7.62	0.06	0.08	16.02
uc002rir.2	16131	1394	1251.43	0.00	0.00	0.00	0.00
uc010eyr.2	16131	1472	1329.43	0.00	0.00	0.00	0.00
uc010eys.2	16131	1243	1100.43	5.38	0.06	0.08	16.88
uc010ylf.2	16131	1408	1265.43	24.61	0.26	0.32	67.10
uc021vez.1	16131	1123	980.43	0.00	0.00	0.00	0.00
uc021vfa.1	16131	1934	1791.43	0.00	0.00	0.00	0.00
uc002rit.3	16132	1471	1328.43	20.48	0.20	0.26	20.51
uc002riu.3	16132	1421	1278.43	0.00	0.00	0.00	0.00
uc002riv.3	16132	1214	1071.43	24.55	0.30	0.38	30.49
uc002riw.3	16132	3093	2950.43	108.63	0.48	0.61	49.00
uc002rix.1	16133	2211	2068.43	7531.05	47.76	60.67	100.00
uc002riy.1	16133	2097	1954.43	0.25	0.00	0.00	0.00
uc002rjb.2	16134	2063	1920.43	0.00	0.00	0.00	0.00
uc021vfb.1	16134	1239	1096.43	0.00	0.00	0.00	0.00
uc010ylg.2	16135	786	643.44	0.00	0.00	0.00	0.00
uc002rjd.3	16136	3272	3129.43	4044.69	16.95	21.54	68.93
uc002rje.1	16136	653	510.46	297.31	7.64	9.70	31.07
uc010eyv.1	16136	2561	2418.43	0.00	0.00	0.00	0.00
uc002rjf.3	16137	958	815.43	4453.19	71.63	90.99	78.08
uc002rjg.3	16137	1098	955.43	1464.81	20.11	25.55	21.92
uc002rji.3	16138	7108	6965.43	10501.53	19.78	25.12	99.67
uc010eyw.3	16138	6919	6776.43	33.47	0.06	0.08	0.33
uc002rjj.3	16139	2560	2417.43	0.00	0.00	0.00	0.00
uc001etg.3	1614	4431	4288.43	0.00	0.00	0.00	0.00
uc001eth.2	1614	2944	2801.43	103.28	0.48	0.61	68.51
uc009wlk.3	1614	2360	2217.43	37.57	0.22	0.28	31.49
uc002rjk.3	16140	2108	1965.43	0.00	0.00	0.00	0.00
uc010ylh.2	16140	2029	1886.43	0.00	0.00	0.00	0.00
uc002rjl.1	16141	2006	1863.43	0.00	0.00	0.00	0.00
uc002rjm.1	16141	1902	1759.43	0.00	0.00	0.00	0.00
uc010yli.1	16141	1744	1601.43	1.27	0.01	0.01	100.00
uc002rjn.3	16142	2073	1930.43	3.00	0.02	0.03	100.00
uc002rjo.3	16142	1947	1804.43	0.00	0.00	0.00	0.00
uc002rjp.1	16143	615	472.47	56.00	1.55	1.97	100.00
uc021vfc.1	16143	375	232.60	0.00	0.00	0.00	0.00
uc002rjr.3	16144	998	855.43	0.00	0.00	0.00	0.00
uc002rjs.3	16144	1051	908.43	1693.26	24.45	31.06	97.41
uc002rjt.3	16144	2013	1870.43	92.54	0.65	0.82	2.59
uc002rju.2	16145	3992	3849.43	1030.43	3.51	4.46	13.74
uc002rjv.2	16145	3976	3833.43	64.38	0.22	0.28	0.86
uc002rjw.2	16145	3900	3757.43	5361.80	18.72	23.78	73.24
uc010eyy.2	16145	2088	1945.43	0.00	0.00	0.00	0.00
uc010eyz.3	16145	2181	2038.43	483.01	3.11	3.95	12.16
uc002rjy.3	16146	841	698.44	6.38	0.12	0.15	100.00
uc002rjz.3	16147	1719	1576.43	37.31	0.31	0.39	1.97
uc002rka.3	16147	1813	1670.43	332.11	2.61	3.31	16.57
uc002rkb.3	16147	1763	1620.43	514.27	4.16	5.29	26.44
uc002rkc.3	16147	1760	1617.43	904.95	7.34	9.32	46.62
uc002rke.3	16147	1756	1613.43	0.00	0.00	0.00	0.00
uc002rkf.1	16147	3626	3483.43	235.26	0.89	1.13	5.63
uc031rnv.1	16147	1737	1594.43	53.09	0.44	0.55	2.77
uc002rkg.2	16148	2475	2332.43	13813.54	77.68	98.68	93.98
uc002rkh.2	16148	2549	2406.43	0.00	0.00	0.00	0.00
uc002rki.2	16148	2212	2069.43	0.00	0.00	0.00	0.00
uc010eza.2	16148	2482	2339.43	155.02	0.87	1.10	1.05
uc010ylj.2	16148	2310	2167.43	247.26	1.50	1.90	1.81
uc010ylk.2	16148	2282	2139.43	0.00	0.00	0.00	0.00
uc010yll.2	16148	2573	2430.43	31.13	0.17	0.21	0.20
uc010ylm.2	16148	2431	2288.43	0.00	0.00	0.00	0.00
uc010yln.2	16148	2439	2296.43	0.00	0.00	0.00	0.00
uc010ylo.2	16148	2600	2457.43	271.54	1.45	1.84	1.75
uc010ylp.2	16148	2400	2257.43	67.02	0.39	0.49	0.47
uc010ylq.2	16148	2254	2111.43	96.90	0.60	0.76	0.73
uc002rkj.3	16149	2091	1948.43	230.68	1.55	1.97	36.51
uc002rkk.3	16149	2168	2025.43	416.92	2.70	3.43	63.49
uc001etk.2	1615	2001	1858.43	1076.33	7.60	9.65	80.48
uc009wll.1	1615	1514	1371.43	192.63	1.84	2.34	19.52
uc002rkl.4	16150	2302	2159.43	15750.00	95.67	121.53	100.00
uc002rkn.1	16151	954	811.43	30.54	0.49	0.63	100.00
uc002rko.3	16152	2885	2742.43	891.90	4.27	5.42	7.50
uc002rkp.3	16152	2212	2069.43	8031.06	50.90	64.66	89.45
uc002rkr.3	16152	2563	2420.43	321.03	1.74	2.21	3.06
uc002rks.3	16153	906	763.43	0.00	0.00	0.00	0.00
uc002rkt.3	16153	942	799.43	10.22	0.17	0.21	68.51
uc010ylr.2	16153	884	741.43	0.00	0.00	0.00	0.00
uc021vfd.1	16153	956	813.43	4.78	0.08	0.10	31.49
uc002rku.3	16154	5430	5287.43	897.37	2.23	2.83	73.63
uc002rkv.3	16154	2060	1917.43	0.01	0.00	0.00	0.00
uc010ezb.3	16154	1802	1659.43	0.00	0.00	0.00	0.00
uc010ezc.3	16154	2138	1995.43	104.22	0.69	0.87	22.66
uc010yls.2	16154	2222	2079.43	0.00	0.00	0.00	0.00
uc010ylt.1	16154	731	588.45	5.03	0.11	0.14	3.71
uc002rkx.3	16155	1697	1554.43	0.00	0.00	0.00	0.00
uc002rky.3	16156	2197	2054.43	0.00	0.00	0.00	0.00
uc010ezd.3	16156	2182	2039.43	0.00	0.00	0.00	0.00
uc010ylu.2	16156	2121	1978.43	0.00	0.00	0.00	0.00
uc002rkz.4	16157	6218	6075.43	433.00	0.93	1.19	100.00
uc002rla.4	16158	3602	3459.43	1248.93	4.74	6.02	49.53
uc002rlb.4	16158	3543	3400.43	555.97	2.14	2.72	22.43
uc002rlc.4	16158	3540	3397.43	0.00	0.00	0.00	0.00
uc010ylv.3	16158	3703	3560.43	0.00	0.00	0.00	0.00
uc010ylw.3	16158	3515	3372.43	75.90	0.30	0.38	3.09
uc010ylx.3	16158	3831	3688.43	178.44	0.63	0.81	6.64
uc010yly.2	16158	1878	1735.43	231.78	1.75	2.23	18.32
uc010ylz.3	16158	3504	3361.43	0.00	0.00	0.00	0.00
uc002rld.3	16159	2762	2619.43	25.40	0.13	0.16	20.49
uc002rle.3	16159	2361	2218.43	21.06	0.12	0.16	20.06
uc021vfe.1	16159	837	694.44	19.54	0.37	0.47	59.46
uc001etl.4	1616	2879	2736.43	3.35	0.02	0.02	16.16
uc001etm.2	1616	2368	2225.43	8.15	0.05	0.06	48.31
uc010pbm.1	1616	1814	1671.43	4.50	0.04	0.04	35.53
uc010pbn.1	1616	1099	956.43	0.00	0.00	0.00	0.00
uc010pbo.1	1616	454	311.52	0.00	0.00	0.00	0.00
uc010ezf.3	16160	1810	1667.43	0.00	0.00	0.00	0.00
uc010ezg.1	16160	1018	875.43	17.46	0.26	0.33	1.39
uc010yma.2	16160	1742	1599.43	0.00	0.00	0.00	0.00
uc010ymb.2	16160	1635	1492.43	0.00	0.00	0.00	0.00
uc010ymc.2	16160	1849	1706.43	2267.84	17.43	22.14	92.56
uc010ymd.2	16160	1727	1584.43	137.68	1.14	1.45	6.05
uc002rlh.1	16161	4261	4118.43	951.59	3.03	3.85	32.68
uc002rli.1	16161	4261	4118.43	748.06	2.38	3.03	25.69
uc002rlj.1	16161	4474	4331.43	227.18	0.69	0.87	7.42
uc010ezh.1	16161	5051	4908.43	1187.69	3.17	4.03	34.22
uc010ymf.1	16161	3856	3713.43	0.00	0.00	0.00	0.00
uc002rlk.4	16162	2982	2839.43	2910.59	13.45	17.08	100.00
uc002rll.1	16163	1883	1740.43	42.30	0.32	0.40	100.00
uc002rlm.1	16164	528	385.49	1682.00	57.23	72.70	65.65
uc002rln.1	16164	421	278.54	636.00	29.95	38.04	34.35
uc002rlo.1	16165	1196	1053.43	255.55	3.18	4.04	82.98
uc010ezi.2	16165	2315	2172.43	41.55	0.25	0.32	6.54
uc010ymg.2	16165	1553	1410.43	19.90	0.19	0.24	4.83
uc010ymh.2	16165	1659	1516.43	25.05	0.22	0.28	5.65
uc002rlp.2	16166	1776	1633.43	49.50	0.40	0.50	2.67
uc002rlq.3	16166	1942	1799.43	30.94	0.23	0.29	1.51
uc002rlr.3	16166	1870	1727.43	111.75	0.85	1.08	5.69
uc002rls.3	16166	1978	1835.43	165.67	1.18	1.50	7.95
uc002rlt.3	16166	1876	1733.43	294.18	2.23	2.83	14.94
uc002rlu.3	16166	1804	1661.43	1104.01	8.72	11.07	58.49
uc002rlv.3	16166	1420	1277.43	126.91	1.30	1.66	8.75
uc002rlw.3	16167	1068	925.43	0.00	0.00	0.00	0.00
uc021vff.1	16168	83	0.00	0.00	0.00	0.00	0.00
uc002rly.3	16169	2110	1967.43	35.00	0.23	0.30	100.00
uc001etn.3	1617	6413	6270.43	1732.30	3.62	4.60	92.82
uc001eto.3	1617	3793	3650.43	77.97	0.28	0.36	7.18
uc002rlz.1	16170	2850	2707.43	120.05	0.58	0.74	100.00
uc002rma.3	16171	4015	3872.43	31.03	0.11	0.13	42.68
uc010ymi.2	16171	3145	3002.43	9.74	0.04	0.05	17.28
uc021vfg.1	16171	5095	4952.43	37.23	0.10	0.13	40.04
uc002rmb.2	16172	5148	5005.43	0.00	0.00	0.00	0.00
uc002rmc.3	16172	3539	3396.43	1.00	0.00	0.00	16.90
uc002rmd.1	16172	1546	1403.43	0.00	0.00	0.00	0.00
uc002rme.2	16172	2213	2070.43	2.28	0.01	0.02	63.25
uc010ezj.2	16172	5115	4972.43	1.72	0.00	0.01	19.85
uc021vfh.1	16173	108	3.14	0.00	0.00	0.00	0.00
uc002rmg.3	16174	4786	4643.43	5484.60	15.49	19.68	66.13
uc002rmh.3	16174	4991	4848.43	2753.83	7.45	9.46	31.80
uc010ymj.2	16174	4607	4464.43	0.00	0.00	0.00	0.00
uc010ymk.2	16174	988	845.43	31.17	0.48	0.61	2.06
uc010yml.2	16174	4642	4499.43	0.00	0.00	0.00	0.00
uc002rmi.3	16175	2089	1946.43	36.99	0.25	0.32	59.93
uc002rmj.3	16175	1830	1687.43	0.00	0.00	0.00	0.00
uc002rmk.3	16175	1756	1613.43	20.51	0.17	0.21	40.07
uc002rml.3	16175	1209	1066.43	0.00	0.00	0.00	0.00
uc002rmm.3	16176	1856	1713.43	1283.90	9.83	12.49	100.00
uc002rmo.2	16177	3501	3358.43	13499.00	52.72	66.97	100.00
uc002rmp.1	16178	89	0.00	0.00	0.00	0.00	0.00
uc002rmq.1	16179	76	0.00	0.00	0.00	0.00	0.00
uc021oyb.1	1618	71	0.00	0.00	0.00	0.00	0.00
uc021vfi.1	16180	98	1.49	0.00	0.00	0.00	0.00
uc021vfj.1	16181	78	0.00	0.00	0.00	0.00	0.00
uc021vfk.1	16182	108	3.14	0.00	0.00	0.00	0.00
uc002rmr.4	16183	2004	1861.43	2.00	0.01	0.02	100.00
uc002rms.1	16183	2767	2624.43	0.00	0.00	0.00	0.00
uc010ezl.3	16183	3564	3421.43	0.00	0.00	0.00	0.00
uc010ymm.2	16183	3383	3240.43	0.00	0.00	0.00	0.00
uc002rmt.2	16184	7062	6919.43	0.00	0.00	0.00	0.00
uc002rmu.3	16185	2322	2179.43	282.19	1.70	2.16	42.48
uc002rmv.3	16185	4284	4141.43	428.98	1.36	1.73	33.99
uc002rmw.3	16185	4108	3965.43	74.87	0.25	0.31	6.20
uc010ezm.1	16185	1866	1723.43	19.12	0.15	0.18	3.64
uc010ymn.1	16185	1480	1337.43	55.83	0.55	0.70	13.70
uc002rmy.3	16186	6267	6124.43	0.00	0.00	0.00	0.00
uc010ymo.3	16186	2212	2069.43	0.00	0.00	0.00	0.00
uc031rnw.1	16186	2190	2047.43	9.00	0.06	0.07	100.00
uc021vfl.1	16187	73	0.00	0.00	0.00	0.00	0.00
uc002rmz.4	16188	2281	2138.43	1360.84	8.35	10.60	68.63
uc002rna.4	16188	2639	2496.43	188.02	0.99	1.25	8.12
uc002rnb.4	16188	2342	2199.43	14.62	0.09	0.11	0.72
uc002rnc.4	16188	2578	2435.43	463.24	2.49	3.17	20.51
uc002rnd.3	16188	2717	2574.43	39.90	0.20	0.26	1.67
uc010ezn.3	16188	2094	1951.43	6.38	0.04	0.05	0.35
uc002rne.2	16189	2956	2813.43	853.82	3.98	5.06	91.86
uc031rnx.1	16189	3682	3539.43	95.18	0.35	0.45	8.14
uc001etp.3	1619	2817	2674.43	1299.28	6.37	8.09	88.82
uc001etq.3	1619	2148	2005.43	54.78	0.36	0.46	4.99
uc009wlm.1	1619	1994	1851.43	11.60	0.08	0.10	1.15
uc010pbp.1	1619	2222	2079.43	19.22	0.12	0.15	1.69
uc010pbq.2	1619	2837	2694.43	17.51	0.09	0.11	1.19
uc010pbr.1	1619	1042	899.43	1.38	0.02	0.03	0.28
uc010pbs.2	1619	2302	2159.43	22.23	0.14	0.17	1.88
uc002rnf.1	16190	679	536.45	4.00	0.10	0.12	100.00
uc002rng.3	16191	1514	1371.43	11.00	0.11	0.13	100.00
uc002rnh.1	16192	76	0.00	0.00	0.00	0.00	0.00
uc002rni.1	16193	101	1.89	0.00	0.00	0.00	0.00
uc002rnj.3	16194	5077	4934.43	124.50	0.33	0.42	12.95
uc002rnk.1	16194	2747	2604.43	242.16	1.22	1.55	47.73
uc002rnl.3	16194	4872	4729.43	304.66	0.84	1.07	33.07
uc010ymp.2	16194	4877	4734.43	57.65	0.16	0.20	6.25
uc010ymq.2	16194	5259	5116.43	0.00	0.00	0.00	0.00
uc002rnm.3	16195	2388	2245.43	0.00	0.00	0.00	0.00
uc002rno.3	16195	822	679.44	0.00	0.00	0.00	0.00
uc002rnp.1	16195	1498	1355.43	0.00	0.00	0.00	0.00
uc021vfm.1	16195	2690	2547.43	0.00	0.00	0.00	0.00
uc021vfn.1	16195	2072	1929.43	0.00	0.00	0.00	0.00
uc002rnq.3	16196	2515	2372.43	0.00	0.00	0.00	0.00
uc002rnr.3	16196	2735	2592.43	0.00	0.00	0.00	0.00
uc002rns.3	16196	2750	2607.43	0.00	0.00	0.00	0.00
uc010ezo.2	16196	1921	1778.43	0.00	0.00	0.00	0.00
uc010ezp.1	16196	1040	897.43	1.00	0.01	0.02	100.00
uc010ymr.2	16196	2868	2725.43	0.00	0.00	0.00	0.00
uc002rnt.2	16197	3787	3644.43	120.98	0.44	0.55	58.24
uc010yms.2	16197	3841	3698.43	88.02	0.31	0.40	41.76
uc021vfo.1	16198	99	1.62	0.00	0.00	0.00	0.00
uc002rnu.3	16199	3906	3763.43	1345.00	4.69	5.95	100.00
uc010ymt.2	16199	3328	3185.43	0.00	0.00	0.00	0.00
uc001aoh.3	162	743	600.45	396.38	8.66	11.00	63.83
uc001aoi.3	162	8444	8301.43	1.29	0.00	0.00	0.02
uc001aoj.3	162	5161	5018.43	0.00	0.00	0.00	0.00
uc001aok.4	162	5420	5277.43	0.00	0.00	0.00	0.00
uc009vmf.3	162	3982	3839.43	0.00	0.00	0.00	0.00
uc010nzv.1	162	1702	1559.43	0.76	0.01	0.01	0.05
uc021ofq.1	162	997	854.43	109.56	1.68	2.14	12.40
uc021ofr.1	162	1003	860.43	211.01	3.22	4.09	23.71
uc001ets.3	1620	1415	1272.43	158.79	1.64	2.08	5.35
uc001ett.3	1620	1627	1484.43	2964.71	26.20	33.28	85.65
uc001etu.3	1620	2333	2190.43	84.99	0.51	0.65	1.66
uc021oyc.1	1620	1100	957.43	163.65	2.24	2.85	7.33
uc002rnv.1	16200	5717	5574.43	3.00	0.01	0.01	100.00
uc021vfp.1	16201	133	12.16	0.00	0.00	0.00	0.00
uc002rnw.1	16202	2446	2303.43	0.00	0.00	0.00	0.00
uc002rnx.3	16203	1831	1688.43	1915.09	14.88	18.90	49.01
uc002rny.3	16203	1244	1101.43	28.54	0.34	0.43	1.12
uc002rnz.3	16203	1477	1334.43	135.98	1.34	1.70	4.40
uc010ezq.3	16203	1542	1399.43	1358.85	12.74	16.18	41.96
uc010ymu.2	16203	1762	1619.43	78.08	0.63	0.80	2.08
uc010ymv.1	16203	949	806.43	26.64	0.43	0.55	1.43
uc002roa.1	16204	800	657.44	135.90	2.71	3.44	7.11
uc002rob.1	16204	678	535.45	1446.10	35.42	45.00	92.89
uc002roc.3	16205	5221	5078.43	1942.80	5.02	6.37	87.98
uc002rod.3	16205	5125	4982.43	260.53	0.69	0.87	12.02
uc002roe.2	16206	4845	4702.43	2430.35	6.78	8.61	78.93
uc002rof.2	16206	4965	4822.43	326.64	0.89	1.13	10.34
uc002rog.2	16206	4828	4685.43	78.55	0.22	0.28	2.56
uc002roh.2	16206	4602	4459.43	66.05	0.19	0.25	2.26
uc010ezr.2	16206	4776	4633.43	154.64	0.44	0.56	5.10
uc010ezs.2	16206	4630	4487.43	23.83	0.07	0.09	0.81
uc010ymw.2	16206	4758	4615.43	0.00	0.00	0.00	0.00
uc002roi.3	16207	3371	3228.43	54.72	0.22	0.28	82.38
uc002roj.2	16207	3385	3242.43	0.00	0.00	0.00	0.00
uc010ezt.2	16207	1379	1236.43	0.00	0.00	0.00	0.00
uc021vfq.1	16207	3254	3111.43	11.28	0.05	0.06	17.62
uc002rok.3	16208	1982	1839.43	2595.00	18.50	23.51	100.00
uc010ezu.3	16209	15718	15575.43	23446.00	19.74	25.08	100.00
uc001etv.4	1621	3444	3301.43	196.94	0.78	0.99	7.91
uc001etw.3	1621	3470	3327.43	1322.80	5.21	6.62	52.74
uc010pbt.2	1621	2535	2392.43	16.46	0.09	0.11	0.91
uc010pbu.2	1621	3146	3003.43	97.71	0.43	0.54	4.32
uc010pbv.2	1621	3347	3204.43	84.77	0.35	0.44	3.51
uc010pbw.1	1621	885	742.43	171.33	3.03	3.85	30.61
uc021vfr.1	16210	94	1.08	0.00	0.00	0.00	0.00
uc002rom.3	16211	2953	2810.43	1895.24	8.85	11.24	95.38
uc010ymx.2	16211	2706	2563.43	83.78	0.43	0.54	4.62
uc021vfs.1	16212	77	0.00	0.00	0.00	0.00	0.00
uc002roo.2	16213	1991	1848.43	0.00	0.00	0.00	0.00
uc002rop.1	16213	868	725.44	0.00	0.00	0.00	0.00
uc002roq.2	16213	1629	1486.43	0.00	0.00	0.00	0.00
uc010ymy.1	16213	647	504.46	0.00	0.00	0.00	0.00
uc002ror.3	16214	1391	1248.43	0.00	0.00	0.00	0.00
uc002rou.3	16215	5308	5165.43	0.00	0.00	0.00	0.00
uc002rov.3	16215	5149	5006.43	0.00	0.00	0.00	0.00
uc010ymz.2	16215	5182	5039.43	8.79	0.02	0.03	46.26
uc010yna.2	16215	5023	4880.43	0.00	0.00	0.00	0.00
uc010ynb.2	16215	3195	3052.43	0.00	0.00	0.00	0.00
uc021vft.1	16215	6168	6025.43	12.21	0.03	0.03	53.74
uc021vfu.1	16216	119	6.20	0.00	0.00	0.00	0.00
uc002row.1	16217	2121	1978.43	700.99	4.65	5.90	11.64
uc002rox.3	16217	4711	4568.43	0.00	0.00	0.00	0.00
uc002roy.3	16217	4353	4210.43	1426.14	4.44	5.64	11.13
uc010ync.2	16217	4798	4655.43	10941.86	30.83	39.16	77.23
uc002roz.1	16218	3546	3403.43	79.58	0.31	0.39	2.06
uc002rpa.1	16218	2745	2602.43	2715.27	13.69	17.38	92.08
uc010ynd.1	16218	2235	2092.43	21.66	0.14	0.17	0.91
uc010yne.1	16218	2560	2417.43	135.49	0.74	0.93	4.95
uc002rpb.3	16219	2157	2014.43	0.00	0.00	0.00	0.00
uc001etx.3	1622	1757	1614.43	11.00	0.09	0.11	100.00
uc021vfv.1	16220	84	0.00	0.00	0.00	0.00	0.00
uc021vfw.1	16221	716	573.45	0.00	0.00	0.00	0.00
uc002rpd.3	16222	5628	5485.43	7.00	0.02	0.02	100.00
uc002rpf.2	16223	1937	1794.43	31.47	0.23	0.29	3.64
uc002rpg.2	16223	2110	1967.43	242.81	1.62	2.06	25.60
uc002rph.2	16223	2043	1900.43	428.37	2.96	3.76	46.75
uc002rpj.2	16223	1935	1792.43	207.60	1.52	1.93	24.02
uc002rpk.3	16224	1433	1290.43	1.00	0.01	0.01	100.00
uc002rpl.3	16224	2832	2689.43	0.00	0.00	0.00	0.00
uc002rpm.3	16224	2787	2644.43	0.00	0.00	0.00	0.00
uc010ezv.3	16224	2721	2578.43	0.00	0.00	0.00	0.00
uc010ezw.3	16224	2724	2581.43	0.00	0.00	0.00	0.00
uc010ynf.2	16224	846	703.44	0.00	0.00	0.00	0.00
uc002rpn.3	16225	14110	13967.43	1529.57	1.44	1.82	96.23
uc010ezx.3	16225	13999	13856.43	59.43	0.06	0.07	3.77
uc021vfx.1	16226	101	1.89	0.00	0.00	0.00	0.00
uc002rpp.1	16227	6792	6649.43	3263.23	6.44	8.18	93.69
uc002rpq.4	16227	1671	1528.43	39.86	0.34	0.43	4.98
uc010ezy.1	16227	2325	2182.43	15.18	0.09	0.12	1.33
uc002rpr.4	16228	988	845.43	19.75	0.31	0.39	4.84
uc010ezz.3	16228	1257	1114.43	512.25	6.03	7.66	95.16
uc010fab.2	16229	3697	3554.43	97.29	0.36	0.46	1.56
uc010fac.3	16229	4127	3984.43	5097.45	16.78	21.32	73.09
uc010fad.2	16229	1412	1269.43	522.48	5.40	6.86	23.51
uc010yng.2	16229	3675	3532.43	0.00	0.00	0.00	0.00
uc010ynh.2	16229	4361	4218.43	135.27	0.42	0.53	1.83
uc001ety.2	1623	1952	1809.43	1620.75	11.75	14.92	25.67
uc001etz.2	1623	2290	2147.43	5082.10	31.04	39.43	67.82
uc010pbx.2	1623	1742	1599.43	0.00	0.00	0.00	0.00
uc010pby.2	1623	2119	1976.43	337.20	2.24	2.84	4.89
uc010pbz.2	1623	2130	1987.43	112.95	0.75	0.95	1.63
uc002rpu.3	16230	934	791.43	0.00	0.00	0.00	0.00
uc002rpv.3	16230	164	31.99	0.00	0.00	0.00	0.00
uc002rpw.3	16230	187	50.59	0.00	0.00	0.00	0.00
uc010fae.2	16230	228	87.80	0.00	0.00	0.00	0.00
uc010faf.2	16230	131	11.17	0.00	0.00	0.00	0.00
uc010fag.2	16230	154	24.78	0.00	0.00	0.00	0.00
